[grapheme]aback	[celex]@-'b{k	[nettalk]xb@k-
[grapheme]pancreas	[celex]'p{N-kr7s	[nettalk]p@Gkrixs
[grapheme]pancreatic	"[celex]""p{N-krI-'{-tIk"	[nettalk]p@Gkri@tIk
[grapheme]panda	[celex]'p{n-d@	[nettalk]p@ndx
[grapheme]pandemic	[celex]p{n-'dE-mIk	[nettalk]p@ndEmIk
[grapheme]pandemonium	"[celex]""p{n-dI-'m5-nj@m"	[nettalk]p@ndxmonixm
[grapheme]pander	[celex]'p{n-d@R	[nettalk]p@nd-R
[grapheme]pane	[celex]'p1n	[nettalk]pen-
[grapheme]panegyric	"[celex]""p{-nI-'_I-rIk"	[nettalk]p@nxJIrIk
[grapheme]panel	[celex]'p{-nP	[nettalk]p@n-L
[grapheme]pang	[celex]'p{N	[nettalk]p@G-
[grapheme]panhandle	"[celex]'p{n-""h{n-dP"	[nettalk]p@nh@ndL-
[grapheme]panic	[celex]'p{-nIk	[nettalk]p@nIk
[grapheme]panjandrum	[celex]p{n-'_{n-dr@m	[nettalk]p@nJ@ndrxm
[grapheme]pannier	[celex]'p{-n7R	[nettalk]p@n-y-R
[grapheme]pannikin	[celex]'p{-nI-kIn	[nettalk]p@n-Ikxn
[grapheme]panoply	[celex]'p{-n@-plI	[nettalk]p@nxpli
[grapheme]panorama	"[celex]""p{-n@-'r#-m@"	[nettalk]p@nxr@mx
[grapheme]pansy	[celex]'p{n-zI	[nettalk]p@nzi
[grapheme]pant	[celex]'p{nt	[nettalk]p@nt
[grapheme]pantaloons	"[celex]""p{n-t@-'lunz"	[nettalk]p@nt-Lu-nz
[grapheme]pantheism	[celex]'p{n-Ti-I-z@m	[nettalk]p@nT-iIzM
[grapheme]pantheistic	"[celex]""p{n-Ti-'I-stIk"	[nettalk]p@nT-iIstIk
[grapheme]pantheon	[celex]'p{n-T7n	[nettalk]p@nT-ian
[grapheme]panther	[celex]'p{n-T@R	[nettalk]p@nT--R
[grapheme]pantomime	[celex]'p{n-t@-m2m	[nettalk]p@ntxmAm-
[grapheme]pantry	[celex]'p{n-trI	[nettalk]p@ntri
[grapheme]pants	[celex]'p{nts	[nettalk]p@nts
[grapheme]panty	[celex]'p{n-tI	[nettalk]p@nti
[grapheme]pap	[celex]'p{p	[nettalk]p@p
[grapheme]papa	[celex]p@-'p#	[nettalk]papx
[grapheme]papacy	[celex]'p1-p@-sI	[nettalk]pepxsi
[grapheme]papal	[celex]'p1-pP	[nettalk]pep-L
[grapheme]papaw	[celex]p@-'p$	[nettalk]pxpc-
[grapheme]papaya	[celex]p@-'p2-@	[nettalk]pxp-Ax
[grapheme]paper	[celex]'p1-p@R	[nettalk]pep-R
[grapheme]paperback	[celex]'p1-p@-b{k	[nettalk]pep-Rb@k-
[grapheme]papery	[celex]'p1-p@-rI	[nettalk]pepxri
[grapheme]papist	[celex]'p1-pIst	[nettalk]pepxst
[grapheme]papoose	[celex]p@-'pus	[nettalk]p@pu-s-
[grapheme]paprika	[celex]'p{-prI-k@	[nettalk]pxprikx
[grapheme]papyrus	[celex]p@-'p2-@-r@s	[nettalk]pxpArxs
[grapheme]par	[celex]'p#R	[nettalk]par
[grapheme]para	[celex]'p{-r@	[nettalk]para
[grapheme]parable	[celex]'p{-r@-bP	[nettalk]p@rxbL-
[grapheme]parabola	[celex]p@-'r{-b@-l@	[nettalk]pxr@bxlx
[grapheme]parabolic	"[celex]""p{-r@-'bQ-lIk"	[nettalk]p@rxbalIk
[grapheme]parachute	[celex]'p{-r@-Sut	[nettalk]p@rxS-ut-
[grapheme]parade	[celex]p@-'r1d	[nettalk]pxred-
[grapheme]paradigm	[celex]'p{-r@-d2m	[nettalk]p@rxdA-m
[grapheme]paradise	[celex]'p{-r@-d2s	[nettalk]p@rxdAs-
[grapheme]paradisiacal	"[celex]""p{-r@-dI-'s2-@-kP"	[nettalk]p@rxdxsAxk-L
[grapheme]paradox	[celex]'p{-r@-dQks	[nettalk]p@rxdaX
[grapheme]paradoxical	"[celex]""p{-r@-'dQk-sI-kP"	[nettalk]p@rxdaXIk-L
[grapheme]paraffin	[celex]'p{-r@-fIn	[nettalk]p@rxf-xn
[grapheme]paragon	[celex]'p{-r@-g@n	[nettalk]p@rxgan
[grapheme]paragraph	[celex]'p{-r@-gr#f	[nettalk]p@rxgr@f-
[grapheme]parallel	[celex]'p{-r@-lEl	[nettalk]p@rxl-El
[grapheme]parallelogram	"[celex]""p{-r@-'lE-l5-gr{m"	[nettalk]p@rxl-Elxgr@m
[grapheme]paralysis	[celex]p@-'r{-lI-sIs	[nettalk]pxr@lxsxs
[grapheme]paralytic	"[celex]""p{-r@-'lI-tIk"	[nettalk]p@rxlItIk
[grapheme]parameter	[celex]p@-'r{-mI-t@R	[nettalk]pxr@mxt-R
[grapheme]paramount	[celex]'p{-r@-m6nt	[nettalk]p@rxmW-nt
[grapheme]paramour	"[celex]'p{-r@-""m9R"	[nettalk]p@rxmU-r
[grapheme]paranoia	"[celex]""p{-r@-'n4-@"	[nettalk]p@rxnO-x
[grapheme]paranoid	[celex]'p{-r@-n4d	[nettalk]p@rxnO-d
[grapheme]parapet	[celex]'p{-r@-pIt	[nettalk]p@rxpxt
[grapheme]paraphernalia	"[celex]""p{-r@-f@-'n1-lj@"	[nettalk]p@rxf--Rnelyx
[grapheme]paraphrase	[celex]'p{-r@-fr1z	[nettalk]p@rxf-rez-
[grapheme]paraplegia	"[celex]""p{-r@-'pli-_@"	[nettalk]p@rxpliJix
[grapheme]parasite	[celex]'p{-r@-s2t	[nettalk]p@rxsAt-
[grapheme]parasitic	"[celex]""p{-r@-'sI-tIk"	[nettalk]p@rxsItIk
[grapheme]parasol	[celex]'p{-r@-sQl	[nettalk]p@rxscl
[grapheme]paratrooper	[celex]'p{-r@-tru-p@R	[nettalk]p@rxtru-p-R
[grapheme]paratyphoid	"[celex]""p{-r@-'t2-f4d"	[nettalk]p@rxtAf-O-d
[grapheme]parboil	[celex]'p#-b4l	[nettalk]parbO-l
[grapheme]parcel	[celex]'p#-sP	[nettalk]pars-L
[grapheme]parch	[celex]'p#J	[nettalk]parC-
[grapheme]parchment	[celex]'p#J-m@nt	[nettalk]parC-mxnt
[grapheme]pard	[celex]'p#d	[nettalk]pard
[grapheme]pardon	[celex]'p#-dH	[nettalk]pard-N
[grapheme]pardonable	[celex]'p#-dH-@-bP	[nettalk]pardxnxbL-
[grapheme]pardoner	[celex]'p#-dH-@R	[nettalk]pardxn-R
[grapheme]pare	[celex]'p8R	[nettalk]p@r-
[grapheme]paregoric	"[celex]""p{-r@-'gQ-rIk"	[nettalk]p@rxgcrIk
[grapheme]parent	[celex]'p8-r@nt	[nettalk]p@rxnt
[grapheme]parental	[celex]p@-'rEn-tP	[nettalk]pxrEnt-L
[grapheme]parenthesis	[celex]p@-'rEn-TI-sIs	[nettalk]pxrEnT-xsxs
[grapheme]parenthetic	"[celex]""p{-r@n-'TE-tIk"	[nettalk]p@rxnT-EtIk
[grapheme]parenthood	[celex]'p8-r@nt-hUd	[nettalk]p@rxnthU-d
[grapheme]pariah	[celex]p@-'r2-@	[nettalk]pxrAx-
[grapheme]paring	[celex]'p#-rIN	[nettalk]p@rIG-
[grapheme]parish	[celex]'p{-rIS	[nettalk]p@rIS-
[grapheme]parishioner	[celex]p@-'rI-S@-n@R	[nettalk]pxrIS--xn-R
[grapheme]parity	[celex]'p{-r@-tI	[nettalk]p@rxti
[grapheme]park	[celex]'p#k	[nettalk]park
[grapheme]parka	[celex]'p#-k@	[nettalk]parkx
[grapheme]parlance	[celex]'p#-l@ns	[nettalk]parlxns-
[grapheme]parley	[celex]'p#-lI	[nettalk]parli-
[grapheme]parliament	[celex]'p#-l@-m@nt	[nettalk]parlx-mxnt
[grapheme]parliamentarian	"[celex]""p#-l@-mEn-'t8-r7n"	[nettalk]parlx-mEntErixn
[grapheme]parliamentary	"[celex]""p#-l@-'mEn-t@-rI"	[nettalk]parlx-mEntxri
[grapheme]parlous	[celex]'p#-l@s	[nettalk]parlx-s
[grapheme]parochial	[celex]p@-'r5-kj@l	[nettalk]pxrok-i-L
[grapheme]parody	[celex]'p{-r@-dI	[nettalk]p@rxdi
[grapheme]parole	[celex]p@-'r5l	[nettalk]pxrol-
[grapheme]paroxysm	[celex]'p{-r@k-sI-z@m	[nettalk]p@rxXIzM
[grapheme]parquet	[celex]'p#-k1	[nettalk]park-e-
[grapheme]parricide	[celex]'p{-rI-s2d	[nettalk]p@r-xsAd-
[grapheme]parrot	[celex]'p{-r@t	[nettalk]p@r-xt
[grapheme]parry	[celex]'p{-rI	[nettalk]p@r-i
[grapheme]parse	[celex]'p#z	[nettalk]pars-
[grapheme]parsimonious	"[celex]""p#-sI-'m5-nj@s"	[nettalk]parsxmonix-s
[grapheme]parsimony	[celex]'p#-sI-m@-nI	[nettalk]parsxmoni
[grapheme]parsley	[celex]'p#s-lI	[nettalk]parsli-
[grapheme]parsnip	[celex]'p#s-nIp	[nettalk]parsnxp
[grapheme]parson	[celex]'p#-sH	[nettalk]pars-N
[grapheme]parsonage	[celex]'p#-sH-I_	[nettalk]parsxnIJ-
[grapheme]part	[celex]'p#t	[nettalk]part
[grapheme]partake	[celex]p#-'t1k	[nettalk]partek-
[grapheme]parterre	[celex]p#-'t8R	[nettalk]partEr--
[grapheme]parthenogenesis	"[celex]""p#-TI-n5-'_E-nI-sIs"	[nettalk]parT-xnoJEnxsxs
[grapheme]partial	[celex]'p#-SP	[nettalk]parS--L
[grapheme]partiality	"[celex]""p#-SI-'{-l@-tI"	[nettalk]parSi@lxti
[grapheme]partially	[celex]'p#-S@-lI	[nettalk]parSx-l-i
[grapheme]participate	[celex]p#-'tI-sI-p1t	[nettalk]partIsxpet-
[grapheme]participial	"[celex]""p#-tI-'sI-p7l"	[nettalk]partxsIpi-L
[grapheme]participle	[celex]'p#-tI-sI-pP	[nettalk]partxsIpL-
[grapheme]particle	[celex]'p#-tI-kP	[nettalk]partIkL-
[grapheme]particular	[celex]p@-'tI-kjU-l@R	[nettalk]p-RtIkYl-R
[grapheme]particularize	[celex]p@-'tI-kjU-l@-r2z	[nettalk]p-RtIkYlxrAz-
[grapheme]parting	[celex]'p#-tIN	[nettalk]partIG-
[grapheme]partition	[celex]p#-'tI-SH	[nettalk]p-RtIS-xn
[grapheme]partitive	[celex]'p#-tI-tIv	[nettalk]partxtIv-
[grapheme]partly	[celex]'p#t-lI	[nettalk]partli
[grapheme]partner	[celex]'p#t-n@R	[nettalk]partn-R
[grapheme]partridge	[celex]'p#-trI_	[nettalk]partrI-J-
[grapheme]parturition	"[celex]""p#-tj9-'rI-SH"	[nettalk]partxrIS-xn
[grapheme]party	[celex]'p#-tI	[nettalk]parti
[grapheme]parvenu	[celex]'p#-v@-nju	[nettalk]parvxnY
[grapheme]pasha	[celex]'p#-S@	[nettalk]paS-x
[grapheme]pass	[celex]'p#s	[nettalk]p@s-
[grapheme]passable	[celex]'p#-s@-bP	[nettalk]p@s-xbL-
[grapheme]passage	[celex]'p{-sI_	[nettalk]p@s-IJ-
[grapheme]passbook	[celex]'p#s-bUk	[nettalk]p@s-bU-k
[grapheme]passe	[celex]'p{-s1	[nettalk]p@s-e
[grapheme]passenger	[celex]'p{-sIn-_@R	[nettalk]p@s--NJ-R
[grapheme]passim	[celex]'p{-sIm	[nettalk]p@s-xm
[grapheme]passing	[celex]'p#-sIN	[nettalk]p@s-IG-
[grapheme]passion	[celex]'p{-SH	[nettalk]p@S--xn
[grapheme]passionate	[celex]'p{-S@-n@t	[nettalk]p@S--xnxt-
[grapheme]passive	[celex]'p{-sIv	[nettalk]p@s-Iv-
[grapheme]passivity	[celex]p{-'sI-v@-tI	[nettalk]p@s-Ivxti
[grapheme]passkey	[celex]'p#s-ki	[nettalk]p@s-ki-
[grapheme]passport	[celex]'p#s-p$t	[nettalk]p@s-port
[grapheme]past	[celex]'p#st	[nettalk]p@st
[grapheme]pasta	[celex]'p{-st@	[nettalk]pastx
[grapheme]paste	[celex]'p1st	[nettalk]pest-
[grapheme]pasteboard	[celex]'p1st-b$d	[nettalk]pest-bo-rd
[grapheme]pastel	[celex]p{-'stEl	[nettalk]p@stEl
[grapheme]pastern	[celex]'p{-st3n	[nettalk]p@st-Rn
[grapheme]pasteurization	"[celex]""p#s-J@-r2-'z1-SH"	[nettalk]p@sCx-rxzeS-xn
[grapheme]pasteurize	[celex]'p#s-J@-r2z	[nettalk]p@sCx-rAz-
[grapheme]pastiche	[celex]p{-'stiS	[nettalk]p@stiS--
[grapheme]pastime	[celex]'p#-st2m	[nettalk]p@stAm-
[grapheme]pastor	[celex]'p#-st@R	[nettalk]p@st-R
[grapheme]pastoral	[celex]'p#-st@-r@l	[nettalk]p@stxr-L
[grapheme]pastrami	[celex]p@-'str#-mI	[nettalk]pxstrami
[grapheme]pastry	[celex]'p1s-trI	[nettalk]pestri
[grapheme]pasturage	[celex]'p#-stjU-rI_	[nettalk]p@sCxrIJ-
[grapheme]pasture	[celex]'p#s-J@R	[nettalk]p@sC-R-
[grapheme]pasty	[celex]'p1s-tI	[nettalk]pesti
[grapheme]pat	[celex]'p{t	[nettalk]p@t
[grapheme]patch	[celex]'p{J	[nettalk]p@-C-
[grapheme]pate	[celex]'p1t	[nettalk]pet-
[grapheme]patent	[celex]'p1-t@nt	[nettalk]p@t-Nt
[grapheme]patentee	"[celex]""p1-t@n-'ti"	[nettalk]p@t-Nti-
[grapheme]paterfamilias	"[celex]""p1-t@-f@-'mI-lI-{s"	[nettalk]pet-RfxmIlixs
[grapheme]paternal	[celex]p@-'t3-nP	[nettalk]pxt-Rn-L
[grapheme]paternity	[celex]p@-'t3-n@-tI	[nettalk]pxt-Rnxti
[grapheme]path	[celex]'p#T	[nettalk]p@T-
[grapheme]pathetic	[celex]p@-'TE-tIk	[nettalk]pxT-EtIk
[grapheme]pathfinder	"[celex]'p#T-""f2n-d@R"	[nettalk]p@T-fAnd-R
[grapheme]pathological	"[celex]""p{-T@-'lQ-_I-kP"	[nettalk]p@T-xlaJIk-L
[grapheme]pathologist	[celex]p@-'TQ-l@-_Ist	[nettalk]pxT-alxJxst
[grapheme]pathology	[celex]p@-'TQ-l@-_I	[nettalk]pxT-alxJi
[grapheme]pathos	[celex]'p1-TQs	[nettalk]peT-as
[grapheme]pathway	[celex]'p#T-w1	[nettalk]p@T-we-
[grapheme]patience	[celex]'p1-SHs	[nettalk]peSx-ns-
[grapheme]patina	[celex]'p{-tI-n@	[nettalk]p@txnE
[grapheme]patio	[celex]'p{-tI-5	[nettalk]p@tio
[grapheme]patois	[celex]'p{-tw#	[nettalk]p@t+--
[grapheme]patriarch	[celex]'p1-trI-#k	[nettalk]petriark-
[grapheme]patriarchal	"[celex]""p1-trI-'#-kP"	[nettalk]petriark--L
[grapheme]patrician	[celex]p@-'trI-SH	[nettalk]pxtrIS-xn
[grapheme]patrimonial	"[celex]""p{-trI-'m5-nj@l"	[nettalk]p@trxmoni-L
[grapheme]patrimony	[celex]'p{-trI-m@-nI	[nettalk]p@trxmoni
[grapheme]patriot	[celex]'p{-tr7t	[nettalk]petrixt
[grapheme]patriotic	"[celex]""p{-trI-'Q-tIk"	[nettalk]petriatIk
[grapheme]patriotism	[celex]'p{-tr7-tI-z@m	[nettalk]petrixtIzM
[grapheme]patrol	[celex]p@-'tr5l	[nettalk]pxtrol
[grapheme]patron	[celex]'p1-tr@n	[nettalk]petrxn
[grapheme]patronage	[celex]'p{-tr@-nI_	[nettalk]p@trxnIJ-
[grapheme]patronize	[celex]'p{-tr@-n2z	[nettalk]petrxnAz-
[grapheme]patronymic	"[celex]""p{-tr@-'nI-mIk"	[nettalk]p@trxnImIk
[grapheme]patter	[celex]'p{-t@R	[nettalk]p@t--R
[grapheme]pattern	[celex]'p{-t@n	[nettalk]p@t--Rn
[grapheme]patty	[celex]'p{-tI	[nettalk]p@t-i
[grapheme]paucity	[celex]'p$-s@-tI	[nettalk]pc-sxti
[grapheme]paunch	[celex]'p$nJ	[nettalk]pc-nC-
[grapheme]pauper	[celex]'p$-p@R	[nettalk]pc-p-R
[grapheme]pause	[celex]'p$z	[nettalk]pc-z-
[grapheme]pave	[celex]'p1v	[nettalk]pev-
[grapheme]pavilion	[celex]p@-'vIl-j@n	[nettalk]pxvIlyxn
[grapheme]paving	[celex]'p1-vIN	[nettalk]pevIG-
[grapheme]paw	[celex]'p$	[nettalk]pc-
[grapheme]pawn	[celex]'p$n	[nettalk]pc-n
[grapheme]pay	[celex]'p1	[nettalk]pe-
[grapheme]payable	[celex]'p1-@-bP	[nettalk]pe-xbL-
[grapheme]payee	[celex]p1-'i	[nettalk]pe-i-
[grapheme]payer	[celex]'p1-@R	[nettalk]pe--R
[grapheme]paymaster	"[celex]'p1-""m#-st@R"	[nettalk]pe-m@st-R
[grapheme]payment	[celex]'p1-m@nt	[nettalk]pe-mxnt
[grapheme]pea	[celex]'pi	[nettalk]pi-
[grapheme]peace	[celex]'pis	[nettalk]pi-s-
[grapheme]peacemaker	"[celex]'pis-""m1-k@R"	[nettalk]pi-s-mek-R
[grapheme]peach	[celex]'piJ	[nettalk]pi-C-
[grapheme]peacock	[celex]'pi-kQk	[nettalk]pi-kak-
[grapheme]peak	[celex]'pik	[nettalk]pi-k
[grapheme]peaked	[celex]'pikt	[nettalk]pi-kxd
[grapheme]peal	[celex]'pil	[nettalk]pi-l
[grapheme]peanut	[celex]'pi-nVt	[nettalk]pi-nxt
[grapheme]pear	[celex]'p8R	[nettalk]pE-r
[grapheme]pearl	[celex]'p3l	[nettalk]p--Rl
[grapheme]peasant	[celex]'pE-zHt	[nettalk]pE-z-Nt
[grapheme]peashooter	"[celex]'pi-""Su-t@R"	[nettalk]pi-S-u-t-R
[grapheme]peat	[celex]'pit	[nettalk]pi-t
[grapheme]pebble	[celex]'pE-bP	[nettalk]pEb-L-
[grapheme]pecan	[celex]pI-'k{n	[nettalk]pIkan
[grapheme]peccadillo	"[celex]""pE-k@-'dI-l5"	[nettalk]pEk-xdIl-o
[grapheme]peccary	[celex]'pE-k@-rI	[nettalk]pEk-xri
[grapheme]peck	[celex]'pEk	[nettalk]pEk-
[grapheme]pectin	[celex]'pEk-tIn	[nettalk]pEktxn
[grapheme]pectoral	[celex]'pEk-t@-r@l	[nettalk]pEktxr-L
[grapheme]peculation	"[celex]""pE-kjU-'l1-SH"	[nettalk]pEkYleS-xn
[grapheme]peculiar	[celex]pI-'kju-lj@R	[nettalk]pIkYly-R
[grapheme]pecuniary	[celex]pI-'kju-nj@-rI	[nettalk]pIkYniEri
[grapheme]pedal	[celex]'pE-dP	[nettalk]pEd-L
[grapheme]pedant	[celex]'pE-d@nt	[nettalk]pEd-Nt
[grapheme]pedantic	[celex]pI-'d{n-tIk	[nettalk]pxd@ntIk
[grapheme]pedantry	[celex]'pE-d@n-trI	[nettalk]pEd-Ntri
[grapheme]peddle	[celex]'pE-dP	[nettalk]pEd-L-
[grapheme]pedestal	[celex]'pE-dI-stP	[nettalk]pEdxst-L
[grapheme]pedestrian	[celex]pI-'dEs-tr7n	[nettalk]pxdEstrixn
[grapheme]pedicab	[celex]'pE-dI-k{b	[nettalk]pEdIk@b
[grapheme]pediment	[celex]'pE-dI-m@nt	[nettalk]pEdxmxnt
[grapheme]pedlar	[celex]'pEd-l@R	[nettalk]pEdl-R
[grapheme]pedometer	[celex]pI-'dQ-mI-t@R	[nettalk]pIdamxt-R
[grapheme]peek	[celex]'pik	[nettalk]pi-k
[grapheme]peel	[celex]'pil	[nettalk]pi-l
[grapheme]peep	[celex]'pip	[nettalk]pi-p
[grapheme]peephole	[celex]'pip-h5l	[nettalk]pi-phol-
[grapheme]peer	[celex]'p7R	[nettalk]pI-r
[grapheme]peeve	[celex]'piv	[nettalk]pi-v-
[grapheme]peevish	[celex]'pi-vIS	[nettalk]pi-vIS-
[grapheme]peg	[celex]'pEg	[nettalk]pEg
[grapheme]peignoir	[celex]'p1-nw#R	[nettalk]pe--n+-r
[grapheme]pejorative	[celex]pI-'_Q-r@-tIv	[nettalk]pIJcrxtIv-
[grapheme]pelagic	[celex]pE-'l{-_Ik	[nettalk]pxl@JIk
[grapheme]pelf	[celex]'pElf	[nettalk]pElf
[grapheme]pelican	[celex]'pE-lI-k@n	[nettalk]pElIkxn
[grapheme]pellagra	[celex]p@-'l{-gr@	[nettalk]pxl-@grx
[grapheme]pellet	[celex]'pE-lIt	[nettalk]pEl-xt
[grapheme]pellucid	[celex]pE-'lu-sId	[nettalk]pxl-usxd
[grapheme]pelt	[celex]'pElt	[nettalk]pElt
[grapheme]pelvis	[celex]'pEl-vIs	[nettalk]pElvxs
[grapheme]pemmican	[celex]'pE-mI-k@n	[nettalk]pEm-Ikxn
[grapheme]pen	[celex]'pEn	[nettalk]pEn
[grapheme]penal	[celex]'pi-nP	[nettalk]pin-L
[grapheme]penalize	[celex]'pi-n@-l2z	[nettalk]pin-LAz-
[grapheme]penalty	[celex]'pE-nP-tI	[nettalk]pEn-Lti
[grapheme]penance	[celex]'pE-n@ns	[nettalk]pEnxns-
[grapheme]pence	[celex]'pEns	[nettalk]pEns-
[grapheme]penchant	[celex]'pqN-SqN	[nettalk]pEnC-xnt
[grapheme]pencil	[celex]'pEn-sP	[nettalk]pEns-L
[grapheme]pendant	[celex]'pEn-d@nt	[nettalk]pEndxnt
[grapheme]pending	[celex]'pEn-dIN	[nettalk]pEndIG-
[grapheme]pendulous	[celex]'pEn-djU-l@s	[nettalk]pEnJxlx-s
[grapheme]penetrate	[celex]'pE-nI-tr1t	[nettalk]pEnxtret-
[grapheme]penetration	"[celex]""pE-nI-'tr1-SH"	[nettalk]pEnxtreS-xn
[grapheme]penetrative	[celex]'pE-nI-tr@-tIv	[nettalk]pEnxtretIv-
[grapheme]penguin	[celex]'pEN-gwIn	[nettalk]pEngwIn
[grapheme]penicillin	"[celex]""pE-nI-'sI-lIn"	[nettalk]pEnxsIl-xn
[grapheme]peninsula	[celex]p@-'nIn-sjU-l@	[nettalk]pxnInsxlx
[grapheme]penis	[celex]'pi-nIs	[nettalk]pinxs
[grapheme]penitent	[celex]'pE-nI-t@nt	[nettalk]pEnxtxnt
[grapheme]penitential	"[celex]""pE-nI-'tEn-SP"	[nettalk]pEnxtEnC--L
[grapheme]penitentiary	"[celex]""pE-nI-'tEn-S@-rI"	[nettalk]pEnxtEnCx-ri
[grapheme]penknife	[celex]'pEn-n2f	[nettalk]pEn-nAf-
[grapheme]penmanship	[celex]'pEn-m@n-SIp	[nettalk]pEnmxnS-Ip
[grapheme]pennant	[celex]'pE-n@nt	[nettalk]pEn-xnt
[grapheme]pennies	[celex]'pE-nIz	[nettalk]pEn-i-z
[grapheme]penniless	[celex]'pE-nI-lIs	[nettalk]pEn-Ilxs-
[grapheme]pennon	[celex]'pE-n@n	[nettalk]pEn-xn
[grapheme]penny	[celex]'pE-nI	[nettalk]pEn-i
[grapheme]pennyweight	[celex]'pE-nI-w1t	[nettalk]pEn-iwe---t
[grapheme]penology	[celex]pi-'nQ-l@-_I	[nettalk]pInalxJi
[grapheme]pension	[celex]'pqN-sI-~N	[nettalk]pEnS-xn
[grapheme]pensive	[celex]'pEn-sIv	[nettalk]pEnsIv-
[grapheme]pentagon	[celex]'pEn-t@-g@n	[nettalk]pEntIgan
[grapheme]pentagonal	[celex]pEn-'t{-g@-nP	[nettalk]pEnt@gxn-L
[grapheme]pentameter	[celex]pEn-'t{-mI-t@R	[nettalk]pEnt@mxt-R
[grapheme]penthouse	[celex]'pEnt-h6s	[nettalk]pEnthW-s-
[grapheme]penultimate	[celex]pE-'nVl-tI-m@t	[nettalk]pIn^ltxmxt-
[grapheme]penumbra	[celex]pI-'nVm-br@	[nettalk]pxn^mbrx
[grapheme]penurious	[celex]pI-'nj9-r7s	[nettalk]pxnUrix-s
[grapheme]penury	[celex]'pE-njU-rI	[nettalk]pEnYri
[grapheme]peon	[celex]'pjun	[nettalk]pian
[grapheme]peony	[celex]'p7-nI	[nettalk]pixni
[grapheme]people	[celex]'pi-pP	[nettalk]pi-pL-
[grapheme]pep	[celex]'pEp	[nettalk]pEp
[grapheme]pepper	[celex]'pE-p@R	[nettalk]pEp--R
[grapheme]peppery	[celex]'pE-p@-rI	[nettalk]pEp-xri
[grapheme]pepsin	[celex]'pEp-sIn	[nettalk]pEpsxn
[grapheme]peptic	[celex]'pEp-tIk	[nettalk]pEptIk
[grapheme]per	[celex]'p3R	[nettalk]p-R
[grapheme]peradventure	[celex]p@-r@d-'vEn-J@R	[nettalk]p-RxdvEnC-R-
[grapheme]perambulate	[celex]p@-'r{m-bjU-l1t	[nettalk]pxr@mbYlet-
[grapheme]perambulator	[celex]p@-'r{m-bjU-l1-t@R	[nettalk]pxr@mbYlet-R
[grapheme]perceive	[celex]p@-'siv	[nettalk]p-Rsi-v-
[grapheme]percent	[celex]p@-'sEnt	[nettalk]p-RsEnt
[grapheme]percentile	[celex]p@-'sEn-t2l	[nettalk]p-RsEntAl-
[grapheme]perceptible	[celex]p@-'sEp-t@-bP	[nettalk]p-RsEptxbL-
[grapheme]perception	[celex]p@-'sEp-SH	[nettalk]p-RsEpS-xn
[grapheme]perceptive	[celex]p@-'sEp-tIv	[nettalk]p-RsEptIv-
[grapheme]perch	[celex]'p3J	[nettalk]p-RC-
[grapheme]perchance	[celex]p@-'J#ns	[nettalk]p-RC-@ns-
[grapheme]percipient	[celex]p@-'sI-p7nt	[nettalk]p-RsIpixnt
[grapheme]percolate	[celex]'p3-k@-l1t	[nettalk]p-Rkxlet-
[grapheme]percussion	[celex]p@-'kV-SH	[nettalk]p-Rk^S--xn
[grapheme]perdition	[celex]p@-'dI-SH	[nettalk]p-RdIS-xn
[grapheme]peregrination	"[celex]""pE-rI-grI-'n1-SH"	[nettalk]pErxgrxneS-xn
[grapheme]peremptory	[celex]p@-'rEmp-t@-rI	[nettalk]pxrEmptxri
[grapheme]perennial	[celex]p@-'rE-nj@l	[nettalk]pxrEn-i-L
[grapheme]perfect	[celex]p@-'fEkt	[nettalk]p-RfEkt
[grapheme]perfectibility	"[celex]p@-""fEk-tI-'bI-l@-tI"	[nettalk]p-RfEktxbIlxti
[grapheme]perfectible	[celex]p@-'fEk-t@-bP	[nettalk]p-RfEktxbL-
[grapheme]perfection	[celex]p@-'fEk-SH	[nettalk]p-RfEkS-xn
[grapheme]perfidious	[celex]p@-'fI-d7s	[nettalk]p-RfIdix-s
[grapheme]perfidy	[celex]'p3-fI-dI	[nettalk]p-Rfxdi
[grapheme]perforate	[celex]'p3-f@-r1t	[nettalk]p-Rfxret-
[grapheme]perforation	"[celex]""p3-f@-'r1-SH"	[nettalk]p-RfxreS-xn
[grapheme]perforce	[celex]p@-'f$s	[nettalk]p-Rfors-
[grapheme]perform	[celex]p@-'f$m	[nettalk]p-Rfcrm
[grapheme]performance	[celex]p@-'f$-m@ns	[nettalk]p-Rfcrmxns-
[grapheme]perfume	[celex]p@-'fjum	[nettalk]p-RfYm-
[grapheme]perfunctory	[celex]p@-'fVNk-t@-rI	[nettalk]p-Rf^Gktxri
[grapheme]pergola	[celex]'p3-g@-l@	[nettalk]p-Rgxlx
[grapheme]perhaps	[celex]p@-'h{ps	[nettalk]p-Rh@ps
[grapheme]perigee	[celex]'pE-rI-_i	[nettalk]pErxJi-
[grapheme]peril	[celex]'pE-r@l	[nettalk]pEr-L
[grapheme]perimeter	[celex]p@-'rI-mI-t@R	[nettalk]pxrImxt-R
[grapheme]period	[celex]'p7-r7d	[nettalk]pIrixd
[grapheme]periodic	"[celex]""p7-rI-'Q-dIk"	[nettalk]pIriadIk
[grapheme]peripatetic	"[celex]""pE-rI-p@-'tE-tIk"	[nettalk]pErxpxtEtIk
